frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
0,0,[20.58122444152832 14.727629661560059 273.75177001953125 192.89022827148438],[100.36951446533203 132.76536560058594 189.05630493164062 157.07449340820312],0.7977492809295654,1184. 56658,0.19834850079838615
